IFMAP SRAM Size,	Filter SRAM Size,	OFMAP SRAM Size,	Conv Layer Num,	DRAM IFMAP Read BW,	DRAM Filter Read BW,	DRAM OFMAP Write BW,	SRAM Read BW,	SRAM OFMAP Write BW, 
32768,	4096,	32768,	Conv1,	5.6170345305312885,	0.004305726516597479,	7.859386134962599,	7.687216876055874,	7.859386134962599,
